CONTAINER_NUMBER,VESSEL_NAME,FREIGHT_FORWARDER,PLACE_OF_DISPATCH,PORT_OF_LOADING,PORT_OF_DISCHARGE,POST_PORT_OF_DISCHARGE,PLACE_OF_DISPATCH_DATE,PORT_OF_LOADING_DATE,PORT_OF_DISCHARGE_DATE,POST_PORT_OF_DISCHARGE_DATE,PREDICTED_DELIVERED_DATE,LAST_TRACKED_WITH_VESSEL,DELIVERED_FLAG,DELIVERED_DATE,Another NEW Predicated Delivery Date
GAOU6590820,YM WHOLESOME,JAS,"Zhuhai, Guangdong Sheng, China","Hong Kong, Central and Western District, Hong Kong","Long Beach, California, United States","Dallas, Texas, United States",6/15/2021,7/15/2021,8/14/2021,8/24/2021,8/28/2021,8/24/2021,,,?
JZPU4016209,,,,,,,,,,,,,,,?
OOCU7654766,COSCO PORTUGAL,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Gainesville, Texas, United States",7/6/2021,7/20/2021,8/13/2021,8/21/2021,8/23/2021,8/24/2021,Yes,8/24/2021,?
FFAU3195779,COSCO PORTUGAL,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Gainesville, Texas, United States",7/6/2021,7/20/2021,8/13/2021,8/21/2021,8/23/2021,8/24/2021,Yes,8/24/2021,?
MSDU8210791,MSC VALERIA,LF,"Thuan An, Tinh Quang Nam, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",7/16/2021,7/17/2021,8/29/2021,9/4/2021,9/8/2021,9/6/2021,Yes,9/9/2021,?
FCIU9823376,HR FARHA,,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",6/17/2021,6/17/2021,8/23/2021,8/31/2021,8/31/2021,9/1/2021,Yes,9/9/2021,?
TCNU9290436,MSC VEGA,Focus,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",7/7/2021,7/8/2021,8/31/2021,8/29/2021,9/2/2021,9/1/2021,Yes,9/3/2021,?
CMAU5486040,,NINGBO YUE SHENG INTERNATIONAL,"Calipatria, California, United States",,,,9/16/2021,9/16/2021,,,,9/18/2021,Yes,8/17/2021,?
KOCU4976928,YM UNICORN,4px,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Los Angeles, California, United States",7/14/2021,7/15/2021,9/15/2021,9/15/2021,10/2/2021,9/25/2021,Yes,9/29/2021,?
TGBU5056230,EVER URANUS,CHUKONG,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Los Angeles, California, United States",8/19/2021,8/19/2021,,10/12/2021,10/16/2021,10/19/2021,Yes,10/21/2021,?
SEKU4385795,GANG TONG 19,JAS,"Haiphong, Thanh Pho Hai Phong, Vietnam","Haiphong, Thanh Pho Hai Phong, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",8/14/2021,8/25/2021,10/13/2021,10/21/2021,10/20/2021,10/14/2021,Yes,10/26/2021,?
XHCU5063985,,1st charter,,,,,,,,,,,Yes,11/15/2021,?
DFSU6994487,,Axiom,,,,,,,,,8/20/2021,,Yes,8/27/2021,?
XHCU5064180,,1st charter,,,,,,,,,,,Yes,11/23/2021,?
OOCU8168007,,CIF,,,,,,,,,8/25/2021,,Yes,9/7/2021,?
CMAU6254835,CMA CGM GEMINI,grenn ww,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",7/2/2021,7/6/2021,8/18/2021,9/4/2021,9/8/2021,9/7/2021,Yes,9/10/2021,?
TEMU8620425,MSC APOLLO,eastrong,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",7/15/2021,7/16/2021,8/24/2021,12/31/1899,9/10/2021,8/26/2021,Yes,9/3/2021,?
TRHU6863775,MSC DANIT,KB,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Los Angeles, California, United States","Los Angeles, California, United States",6/28/2021,7/2/2021,8/29/2021,,9/15/2021,9/8/2021,Yes,9/9/2021,?
FFAU2170523,TAICHUNG,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",8/10/2021,8/17/2021,10/23/2021,11/13/2021,11/15/2021,11/11/2021,Yes,11/17/2021,?
TCKU6210258,SUI FU HANG 68,cif,"Huangpu, Guangdong Sheng, China","Huangpu, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",7/1/2021,7/1/2021,8/24/2021,9/4/2021,9/8/2021,9/4/2021,Yes,9/13/2021,?
TXGU6150048,SHUN FENG 2018,arrtime,"Zhuhai, Guangdong Sheng, China","Zhuhai, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",9/17/2021,9/17/2021,11/2/2021,12/31/1899,11/9/2021,11/7/2021,,11/9/2021,?
OOLU9686389,CMA CGM RIVOLI,,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Hamburg, Free and Hanseatic City of Hamburg, Germany","Hamburg, Free and Hanseatic City of Hamburg, Germany",4/21/2021,4/29/2021,5/28/2021,5/31/2021,6/14/2021,4/21/2021,,,?
OOLU8639567,APL CHANGI,,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Rotterdam, Provincie Zuid-Holland, Netherlands","Rotterdam, Provincie Zuid-Holland, Netherlands",4/15/2021,4/25/2021,5/19/2021,5/21/2021,6/5/2021,4/21/2021,,,?
CAIU4904754,MSC AURIGA,GWW,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",5/28/2021,5/29/2021,7/19/2021,7/16/2021,8/5/2021,7/30/2021,Yes,7/20/2021,?
TGBU4784009,,cif,,,,,,,,,8/17/2021,,Yes,8/25/2021,?
DTXU9004740,,cif,,,,,,,,,8/9/2021,,Yes,8/10/2021,?
OOLU7877030,,,,,,,,,,,8/10/2021,,Yes,8/18/2021,?
DFSU6850134,OOCL SOUTHAMPTON,CIF,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",7/25/2021,8/9/2021,9/7/2021,9/15/2021,9/15/2021,9/11/2021,Yes,9/16/2021,?
ZCSU7922024,ZIM HOUSTON,,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China",,"Dallas, Texas, United States",8/9/2021,8/13/2021,,12/31/1899,9/29/2021,9/30/2021,Yes,9/29/2021,?
BMOU4355551,CMA CGM J.ADAMS,LF,"Thuan An, Tinh Quang Nam, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",9/28/2021,10/1/2021,11/15/2021,11/29/2021,11/29/2021,11/29/2021,Yes,11/30/2021,?
CMAU5598878,CMA CGM NEW JERSEY,Axiom,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",7/2/2021,7/3/2021,7/26/2021,7/30/2021,8/3/2021,8/3/2021,Yes,8/4/2021,?
BEAU5337178,MSC DAMLA,NINGBO YUE SHENG INTERNATIONAL,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States",,6/29/2021,6/30/2021,8/17/2021,,9/3/2021,9/18/2021,Yes,8/19/2021,?
EITU1334562,CMA CGM ALMAVIVA,NINGBO YUE SHENG INTERNATIONAL,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",8/3/2021,8/3/2021,,12/31/1899,1/4/1900,8/31/2021,Yes,9/9/2021,?
OOLU8294383,,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",8/24/2021,8/24/2021,9/21/2021,9/27/2021,9/29/2021,9/28/2021,Yes,9/30/2021,?
TCLU1931268,,Yuesheng,,,,,,,,,,,,,?
XHCU5064934XHCU5064934,,,,,,,,,,,,,,,?
FLSU6004655,,1st charter,,,,,,,,,11/5/2021,,Yes,11/5/2021,?
XHCU5063814,,1st charter,,,,,,,,,11/10/2021,,Yes,11/11/2021,?
SKYU8077568,,YIHUIDA,,,,,,,,,12/20/2021,,Yes,12/20/2021,?
SKYU8074511,,YIHUIDA,,,,,,,,,12/20/2021,,Yes,12/20/2021,?
FLSU6004465,,1st charter,,,,,,,,,11/4/2021,,Yes,11/4/2021,?
KKFU8021733,ONE MODERN,Eastrong,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",7/9/2021,8/3/2021,9/5/2021,12/31/1899,9/22/2021,9/6/2021,Yes,9/10/2021,?
CBHU6363509,,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",9/5/2021,9/5/2021,9/21/2021,9/30/2021,10/1/2021,10/2/2021,Yes,10/4/2021,?
TCNU3856824,COSCO SHIPPING AQUARIUS,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",9/12/2021,9/18/2021,10/10/2021,10/17/2021,10/18/2021,10/14/2021,Yes,10/20/2021,?
TGBU9606102,TAICHUNG,,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",6/4/2021,6/4/2021,8/8/2021,8/14/2021,8/14/2021,8/16/2021,Yes,8/17/2021,?
NYKU5123286,ONE MARVEL,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",8/19/2021,9/4/2021,10/5/2021,12/31/1899,10/11/2021,10/7/2021,Yes,10/12/2021,?
TGBU4488645,ONE MOTIVATOR,Yuesheng,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",9/9/2021,9/17/2021,10/27/2021,12/31/1899,10/28/2021,10/27/2021,Yes,10/29/2021,?
CSNU6443670,GOTTFRIED SCHULTE,arttime,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",9/6/2021,9/8/2021,10/12/2021,12/31/1899,10/18/2021,10/12/2021,Yes,10/20/2021,?
TLLU5836875,,sumec,,,,,,,,,,,Yes,9/21/2021,?
TEMU8167704,CMA CGM MARCO POLO,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",6/28/2021,7/1/2021,8/10/2021,8/16/2021,8/16/2021,8/24/2021,Yes,8/19/2021,?
HLBU3079533,YM WHOLESOME,JAS,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",7/3/2021,7/9/2021,8/12/2021,8/16/2021,8/20/2021,8/23/2021,Yes,8/24/2021,?
OOCU7640741,,cif,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",8/28/2021,8/28/2021,9/17/2021,9/22/2021,9/23/2021,9/21/2021,Yes,9/23/2021,?
MEDU5678082,SOL DELTA,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",6/30/2021,6/30/2021,9/12/2021,9/18/2021,9/21/2021,9/18/2021,Yes,9/21/2021,?
TEMU7832055,CMA CGM MEXICO,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",10/25/2021,10/29/2021,12/21/2021,12/27/2021,12/29/2021,12/22/2021,Yes,1/6/2022,?
TCKU4381225,MOL PRESTIGE,JAS,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",5/27/2021,6/7/2021,6/22/2021,7/20/2021,7/20/2021,8/24/2021,Yes,7/27/2021,?
CCLU7681401,,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",9/10/2021,9/10/2021,9/26/2021,10/3/2021,10/4/2021,10/2/2021,Yes,10/4/2021,?
CCLU7366225,COSCO ITALY,AXIOM,"Taichung, Taiwan, Taiwan","Kaohsiung, Kaohsiung, Taiwan","Long Beach, California, United States",,4/27/2021,5/10/2021,6/13/2021,,6/30/2021,6/20/2021,Yes,6/23/2021,?
BSIU9469613,ONE MANEUVER,Yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",9/9/2021,9/9/2021,10/21/2021,12/31/1899,10/26/2021,10/25/2021,Yes,10/25/2021,?
CBHU9162468,OOCL UTAH,cif,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",8/15/2021,9/2/2021,9/19/2021,9/26/2021,9/30/2021,9/25/2021,Yes,9/29/2021,?
TCLU2950567,YM TRAVEL,JAS,"Dallas, Texas, United States","Los Angeles, California, United States","Qingdao, Shandong Sheng, China","Qingdao, Shandong Sheng, China",8/17/2021,9/21/2021,10/8/2021,8/2/2021,10/25/2021,8/24/2021,Yes,8/5/2021,?
FSCU8316150,ZHONG HANG SHENG,,"Qingdao, Shandong Sheng, China","Qingdao, Shandong Sheng, China","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam",4/22/2021,4/27/2021,5/3/2021,5/3/2021,5/20/2021,4/21/2021,,,?
TGBU7971030,COSCO NETHERLANDS,Axiom,"Dallas, Texas, United States","Long Beach, California, United States","Ho Chi Minh City, Ho Chi Minh City, Vietnam","LONBEAEPI, California, United States",7/8/2021,7/19/2021,8/19/2021,7/5/2021,9/5/2021,9/18/2021,Yes,6/28/2021,?
MRKU5996150,MAERSK KOLKATA,sumec,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",7/21/2021,7/29/2021,9/9/2021,,9/26/2021,9/22/2021,Yes,9/23/2021,?
DRYU6068757,ONE MOTIVATOR,Yuesheng,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",9/9/2021,9/17/2021,10/26/2021,12/31/1899,10/28/2021,10/25/2021,Yes,10/29/2021,?
SKYU8069372,,YIHUIDA,,,,,,,,,12/17/2021,,Yes,12/17/2021,?
SKYU8069351,,YIHUIDA,,,,,,,,,12/17/2021,,Yes,12/17/2021,?
HASU4312301,CONTI MAKALU,sumec,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",7/11/2021,7/12/2021,9/17/2021,,10/4/2021,9/18/2021,Yes,9/21/2021,?
TXGU5771816,EVER URANUS,CHUKONG,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Los Angeles, California, United States",8/19/2021,8/19/2021,,10/7/2021,10/11/2021,10/12/2021,Yes,10/19/2021,?
TRHU6860544,MSC TRIESTE,JAS,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",6/26/2021,7/3/2021,9/4/2021,9/13/2021,9/15/2021,9/14/2021,Yes,10/8/2021,?
OOLU8197336,MOL EARNEST,,"Chongqing, Chongqing Shi, China","Ningbo, Zhejiang Sheng, China","Tema, Greater Accra Region, Ghana","Tema, Greater Accra Region, Ghana",3/14/2021,3/23/2021,4/26/2021,4/27/2021,5/13/2021,4/21/2021,,,?
TEMU8299110,MSC SONIA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",7/20/2021,7/22/2021,9/6/2021,9/12/2021,9/16/2021,9/14/2021,Yes,9/20/2021,?
CAXU9353548,MAERSK SEVILLE,sumec,"Wuxi, Jiangsu Sheng, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",7/15/2021,7/16/2021,8/21/2021,,9/7/2021,9/22/2021,Yes,9/24/2021,?
OOLU9907957OOLU9907957,,,,,,,,,,,,,,,?
OOCU7001967,OOCL LUXEMBOURG,,"Bouse, Arizona, United States","Long Beach, California, United States","Dammam, Eastern Province, Saudi Arabia","Dammam, Eastern Province, Saudi Arabia",3/9/2021,3/24/2021,5/16/2021,5/17/2021,6/2/2021,4/21/2021,,,?
CSNU7250001,OOCL SOUTHAMPTON,cif,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",7/25/2021,8/9/2021,9/7/2021,9/15/2021,9/19/2021,9/11/2021,Yes,9/17/2021,?
CSNU7076142,OOCL TAIPEI,CIF,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",8/10/2021,8/22/2021,9/11/2021,9/18/2021,9/17/2021,9/17/2021,Yes,1/13/2022,?
NYKU4977655,ONE MAGNIFICENCE,YUE SHENG,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",8/3/2021,8/20/2021,9/28/2021,12/31/1899,9/29/2021,9/30/2021,Yes,9/29/2021,?
MSMU7694466,MSC BEATRICE,Focus,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",7/30/2021,7/30/2021,9/13/2021,9/19/2021,9/22/2021,9/18/2021,Yes,9/24/2021,?
OOLU9525580,OOCL TOKYO,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",8/8/2021,8/28/2021,9/17/2021,9/25/2021,9/24/2021,9/21/2021,Yes,9/23/2021,?
TCLU9894104,MSC BEATRICE,Focus,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",7/30/2021,7/31/2021,9/14/2021,9/19/2021,9/21/2021,9/18/2021,Yes,9/23/2021,?
TCNU1416615,MSC LAUREN,GWW,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",6/9/2021,6/10/2021,7/17/2021,7/15/2021,8/3/2021,7/26/2021,Yes,7/21/2021,?
CMAU7072389,CMA CGM JULES VERNE,LF,"Thuan An, Tinh Quang Nam, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",9/9/2021,9/11/2021,10/31/2021,11/6/2021,11/9/2021,11/4/2021,Yes,11/12/2021,?
GESU6607932,CMA CGM JULES VERNE,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",9/9/2021,9/14/2021,10/31/2021,11/6/2021,11/8/2021,11/4/2021,Yes,11/9/2021,?
MRKU6322841,MAERSK SEVILLE,sumec,"Wuxi, Jiangsu Sheng, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",7/15/2021,7/16/2021,8/21/2021,,9/7/2021,9/22/2021,Yes,9/22/2021,?
MSKU0982109,MAERSK KOLKATA,sumec,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",7/21/2021,7/29/2021,9/8/2021,,9/25/2021,9/22/2021,Yes,9/23/2021,?
CSNU6116889,,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",9/10/2021,9/10/2021,9/26/2021,10/3/2021,10/4/2021,10/5/2021,Yes,10/4/2021,?
TXGU5508630,EVER FRONT,Alpha,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Los Angeles, California, United States",9/1/2021,9/1/2021,,9/30/2021,10/4/2021,10/16/2021,Yes,10/7/2021,?
TEMU7995601,COSCO VENICE,Yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",9/23/2021,10/19/2021,11/14/2021,11/15/2021,11/16/2021,11/15/2021,Yes,11/16/2021,?
TGBU7906604,COSCO PIRAEUS,LFL,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",9/1/2021,9/3/2021,10/8/2021,12/31/1899,10/12/2021,10/7/2021,Yes,10/13/2021,?
FFAU2304324,COSCO SPAIN,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",9/19/2021,9/21/2021,10/26/2021,11/3/2021,11/5/2021,11/3/2021,Yes,11/8/2021,?
FSCU8642053,OOCL SOUTHAMPTON,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",8/29/2021,9/21/2021,10/5/2021,10/13/2021,10/12/2021,10/12/2021,Yes,10/13/2021,?
OOCU7900216,COSCO PORTUGAL,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",9/19/2021,9/24/2021,10/15/2021,10/20/2021,10/25/2021,10/21/2021,Yes,10/25/2021,?
OOCU8201698,XIN WEI HAI,Yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",8/9/2021,8/24/2021,9/20/2021,12/31/1899,9/23/2021,9/21/2021,Yes,9/23/2021,?
OOLU9174171,OOCL SOUTHAMPTON,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",8/29/2021,9/21/2021,10/5/2021,10/13/2021,10/12/2021,10/9/2021,Yes,10/14/2021,?
OOCU6826074,COSCO NETHERLANDS,cif,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",8/10/2021,8/20/2021,9/10/2021,9/18/2021,9/20/2021,9/17/2021,Yes,9/20/2021,?
MSMU7868146,MSC ALTAIR,MSC,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Long Beach, California, United States","Long Beach, California, United States",7/24/2021,7/29/2021,9/29/2021,10/6/2021,10/10/2021,10/19/2021,Yes,10/22/2021,?
TGBU7883941,THALASSA DOXA,YUE SHENG,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Savannah, Georgia, United States","Savannah, Georgia, United States",9/18/2021,9/24/2021,10/18/2021,,11/4/2021,9/18/2021,Yes,7/15/2021,?
OOCU7725622,COSCO SHIPPING AQUARIUS,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",8/23/2021,9/7/2021,10/8/2021,10/16/2021,10/15/2021,10/9/2021,Yes,10/18/2021,?
OOLU7809680,OOCL TAIPEI,AXIOM,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",9/19/2021,10/2/2021,10/20/2021,10/28/2021,10/29/2021,10/25/2021,Yes,10/29/2021,?
XHCU5229443,,2nd Charter,,,,,,,,,12/28/2021,,,,?
OOLU9907957,COSCO SHIPPING AQUARIUS,CIF,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",9/12/2021,9/18/2021,10/8/2021,10/18/2021,10/20/2021,10/9/2021,Yes,10/26/2021,?
TGBU7711984,COSCO ITALY,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",9/4/2021,9/10/2021,9/26/2021,10/6/2021,10/5/2021,10/5/2021,Yes,10/5/2021,?
TRLU7471479,CMA CGM PANAMA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",8/21/2021,8/27/2021,10/9/2021,10/16/2021,10/18/2021,10/16/2021,Yes,10/19/2021,?
